vehicle_count,queue_length,traffic_density,avg_speed,waiting_time,green_signal_ratio,monsoon_active,peak_hour,congestion_delay_sec
207,284.35,351.21,16.82,287.59,0.6385,1,0,172.451
358,248.7,38.84,40.14,357.77,0.2244,0,0,112.532
382,135.16,205.51,25.98,438.78,0.3133,1,0,207.176
118,93.22,20.46,8.21,48.11,0.4055,0,0,44.62
130,623.38,235.95,40.48,179.65,0.3516,0,0,106.962
91,342.93,154.46,29.56,168.03,0.3151,1,0,91.809
367,313.57,70.98,6.46,280.37,0.8191,0,0,108.356
349,478.26,139.27,8.71,370.93,0.8862,0,0,172.123
117,276.7,135.78,35.57,591.4,0.3261,0,0,167.431
284,380.19,274.48,54.58,365.86,0.5985,0,0,140.961
640,1000.0,29.86,32.35,212.3,0.3772,0,1,207.585
464,238.98,281.8,11.71,339.74,0.4802,0,0,178.414
113,854.43,99.81,29.27,253.79,0.8976,1,0,137.654
165,239.59,55.02,46.42,377.48,0.2402,0,0,62.653
182,276.76,303.96,36.51,420.42,0.9203,1,0,192.86
304,98.2,169.09,7.15,435.89,0.4386,0,0,165.237
82,583.21,275.54,58.42,560.94,0.5918,0,0,114.641
118,498.88,230.8,34.85,44.98,0.8589,1,0,91.291
384,661.69,159.88,39.61,500.78,0.649,0,0,188.285
272,152.92,64.53,8.59,481.98,0.7402,0,0,137.747
152,1000.0,500.0,7.1,307.54,0.2019,1,1,391.363
201,88.41,266.66,15.21,497.38,0.6189,1,0,211.982
136,395.53,294.0,33.08,162.07,0.3233,0,1,141.063
209,505.74,239.72,47.26,356.5,0.4903,0,0,135.335
364,177.3,56.56,35.78,367.54,0.2748,0,1,149.385
126,792.27,500.0,11.89,289.86,0.4755,1,1,312.4
79,837.0,229.84,33.1,600.0,0.4395,0,1,269.937
478,602.96,244.85,50.11,243.44,0.2903,0,0,114.95
436,565.45,208.51,6.39,128.47,0.7306,0,0,157.911
20,150.67,137.03,17.41,346.23,0.3928,0,0,77.132
349,101.38,250.41,47.09,326.01,0.6178,0,0,98.71
68,328.71,218.59,40.5,55.09,0.844,0,0,23.873
643,439.81,17.54,11.13,600.0,0.3543,0,1,272.643
678,508.48,347.41,29.46,600.0,0.4681,0,1,323.384
309,296.97,165.36,23.27,240.04,0.8232,0,0,112.458
311,329.4,249.21,35.9,600.0,0.6513,0,0,179.302
209,447.26,232.98,55.29,576.68,0.8893,0,0,167.114
137,75.69,81.1,11.33,299.34,0.2491,1,0,128.495
259,356.6,21.6,5.0,545.66,0.4471,1,0,242.469
128,413.51,97.48,25.4,600.0,0.5358,0,1,194.063
355,234.35,236.04,41.53,505.25,0.5549,0,0,173.401
401,1000.0,398.81,14.1,164.0,0.2809,0,1,284.257
99,239.62,222.75,31.54,498.83,0.4222,0,0,119.748
292,157.46,248.25,32.73,162.13,0.6856,0,0,78.87
390,656.28,183.55,49.45,492.24,0.7413,0,0,185.889
493,819.35,299.33,16.65,274.76,0.4717,1,1,294.821
253,255.03,369.49,12.62,482.17,0.8215,1,0,265.051
692,1000.0,51.82,12.34,600.0,0.409,0,1,315.989
24,579.66,129.71,23.27,317.75,0.775,0,0,86.149
539,1000.0,133.9,7.58,507.79,0.2077,0,1,322.744
365,1000.0,65.89,7.97,180.24,0.6359,0,1,182.124
114,579.37,194.43,49.01,172.78,0.804,0,0,62.408
759,304.54,136.31,31.54,600.0,0.6396,0,1,280.931
206,387.09,136.35,19.14,458.78,0.7992,0,0,132.389
168,184.03,66.42,31.56,467.77,0.8206,1,0,133.785
99,467.85,118.09,38.77,497.3,0.2484,0,0,137.343
471,750.4,65.28,46.26,373.42,0.8522,0,0,148.023
440,53.62,256.74,50.66,301.83,0.3171,0,0,90.982
57,742.67,154.31,21.73,222.76,0.8272,0,0,84.117
272,432.12,237.83,43.76,48.57,0.5923,0,0,54.027
154,408.63,284.43,8.89,600.0,0.2892,1,1,323.705
358,963.31,27.62,36.41,518.68,0.4347,1,0,251.589
373,1000.0,420.71,8.8,379.64,0.3031,1,1,400.0
68,399.07,24.99,38.24,306.69,0.724,0,0,44.409
264,412.03,123.22,16.37,341.61,0.7068,0,0,122.719
464,163.59,155.33,26.99,428.15,0.4843,0,0,165.018
177,132.86,239.88,22.61,431.85,0.4787,0,0,145.479
71,1000.0,500.0,19.24,258.9,0.2689,1,1,327.326
491,947.8,91.85,14.5,401.98,0.4665,1,0,260.592
87,570.1,213.62,22.59,443.38,0.6717,0,0,150.845
236,913.26,175.41,5.0,37.46,0.658,1,0,195.121
297,702.62,222.29,20.78,394.18,0.2904,0,0,205.402
204,190.05,500.0,8.04,418.72,0.5413,1,1,310.115
109,657.36,161.3,34.78,549.85,0.8732,0,0,167.942
77,592.15,88.65,27.04,546.56,0.7612,0,0,158.023
90,835.61,500.0,24.5,600.0,0.1531,1,1,350.649
262,502.2,208.32,23.22,244.77,0.7806,1,0,151.979
453,623.86,280.5,9.57,600.0,0.2225,0,0,316.365
76,1000.0,243.28,30.55,172.35,0.2921,1,0,210.122
358,793.29,260.45,8.2,287.7,0.3524,0,0,249.776
225,430.02,16.17,48.88,217.1,0.5454,0,0,70.032
39,873.83,301.87,16.78,112.74,0.7863,1,0,165.732
284,420.65,115.39,8.89,555.33,0.7825,0,0,205.182
145,748.21,193.63,59.61,171.1,0.446,0,0,77.669
333,510.43,268.62,30.41,480.26,0.5581,0,0,193.145
296,1000.0,298.17,31.42,600.0,0.2498,0,1,319.245
342,1000.0,277.53,18.72,421.66,0.8877,1,0,285.27
758,732.82,112.66,12.6,162.09,0.2888,1,1,256.047
212,1000.0,94.92,14.22,433.8,0.2592,0,1,254.111
463,533.1,189.02,24.03,524.91,0.8931,0,0,219.475
122,309.79,169.82,32.73,223.09,0.3568,1,0,105.2
85,135.25,82.58,5.0,67.95,0.2438,1,1,103.762
120,557.64,210.23,33.04,420.24,0.8872,0,0,138.576
416,222.28,207.13,18.66,414.23,0.26,0,0,184.144
356,315.59,45.83,23.66,389.07,0.2215,1,0,170.443
460,496.01,24.17,16.04,229.31,0.5327,0,0,143.604
388,68.75,115.34,23.87,229.19,0.4151,0,0,131.29
235,369.44,178.63,36.56,164.58,0.8167,0,0,117.135
461,902.95,336.74,28.45,340.91,0.7056,1,0,262.681
458,105.36,166.49,35.4,600.0,0.593,1,0,216.713
403,547.5,31.86,18.96,493.08,0.2104,0,0,181.715
269,163.83,252.6,30.25,416.39,0.3977,0,0,161.844
387,734.38,47.27,24.4,334.08,0.8143,0,0,132.344
103,347.15,207.47,38.81,398.91,0.3651,0,0,130.601
432,637.01,123.79,26.62,332.55,0.209,0,0,182.271
536,554.11,255.2,9.59,533.2,0.3633,0,0,297.176
564,1000.0,333.38,24.88,600.0,0.5614,0,1,373.031
118,446.67,10.07,7.15,178.21,0.8136,0,0,69.417
93,414.44,125.94,7.79,355.41,0.4072,0,0,135.817
470,102.9,80.54,34.57,172.4,0.3558,1,0,124.123
473,478.72,97.65,49.84,360.11,0.8229,0,0,142.173
384,447.01,116.95,38.04,460.9,0.3212,0,0,168.307
726,1000.0,351.39,5.0,600.0,0.3269,1,1,400.0
269,142.94,238.14,24.05,172.68,0.4786,0,0,67.781
720,1000.0,72.39,9.22,600.0,0.3496,1,1,380.178
100,579.29,166.0,27.05,106.1,0.2442,1,0,108.526
104,516.93,243.87,47.43,411.74,0.7791,0,0,115.64
270,520.28,137.24,26.26,211.83,0.3334,0,0,138.689
167,313.43,148.14,28.63,364.15,0.4605,0,0,110.291
383,748.06,357.05,10.43,600.0,0.4819,0,1,355.427
410,357.68,208.79,41.71,107.25,0.7403,0,0,71.004
47,833.97,206.26,16.68,401.62,0.6284,1,0,230.167
370,844.9,392.62,30.68,390.91,0.4636,1,0,273.04
108,714.26,40.79,15.92,600.0,0.1555,1,1,258.883
398,315.75,34.87,9.17,600.0,0.5702,1,0,258.644
116,568.41,130.66,57.65,308.57,0.5816,0,0,80.088
383,611.2,57.71,53.81,110.29,0.4425,0,0,70.826
309,80.41,95.18,24.69,399.8,0.6572,1,0,168.669
340,620.86,80.39,5.89,562.14,0.5469,0,1,252.787
160,265.77,215.04,13.22,472.08,0.2351,0,0,182.775
47,875.02,171.92,6.59,504.07,0.7483,1,0,251.03
199,216.6,324.67,21.0,422.21,0.5928,1,0,171.864
116,628.67,80.18,18.51,246.82,0.4247,0,0,99.966
89,502.83,193.9,47.88,310.55,0.6534,0,0,77.643
374,1000.0,90.42,19.78,565.83,0.7038,1,0,293.823
194,1000.0,19.6,19.26,501.81,0.5623,0,1,225.145
137,403.19,195.1,51.99,384.57,0.482,0,0,114.639
189,608.37,55.37,34.73,442.41,0.593,0,0,143.113
249,758.39,289.78,16.82,99.86,0.5431,1,0,166.134
267,948.64,293.4,41.1,442.35,0.455,1,0,239.464
316,443.94,202.03,28.43,38.8,0.2896,0,0,86.83
296,126.08,175.02,34.15,553.48,0.8387,0,0,130.856
233,754.34,287.9,27.78,353.93,0.2997,0,0,182.839
217,87.61,32.49,41.34,131.5,0.6226,0,0,20.328
155,1000.0,388.08,31.36,477.81,0.4824,1,0,285.708
334,248.03,28.47,38.64,498.74,0.7742,0,0,90.641
276,743.9,240.52,11.44,269.34,0.3885,0,1,206.35
455,714.18,290.17,57.11,51.88,0.323,0,0,121.091
282,529.44,90.21,30.59,312.3,0.3041,0,0,136.456
317,481.62,242.58,47.83,395.74,0.4512,0,0,142.98
248,282.56,191.69,5.09,124.96,0.5715,0,0,107.322
466,279.5,258.47,31.36,341.25,0.6654,0,0,168.844
358,125.21,37.6,32.04,540.6,0.6114,0,1,159.811
221,481.18,172.38,45.65,563.57,0.4516,0,0,177.702
473,395.68,60.63,10.75,484.35,0.7136,0,0,175.494
489,535.68,29.42,18.53,180.41,0.2652,1,1,204.856
353,887.81,401.18,5.0,600.0,0.5995,1,1,400.0
153,731.58,242.94,24.98,314.86,0.2571,0,0,186.817
131,702.3,235.58,16.79,295.9,0.746,0,0,152.135
671,677.28,321.54,12.15,203.33,0.3045,0,1,283.242
244,1000.0,369.38,5.0,600.0,0.5183,0,1,400.0
22,374.23,144.81,37.83,527.35,0.5644,0,0,121.269
44,521.03,170.35,26.48,231.85,0.4422,0,1,109.424
515,449.3,300.43,14.53,44.68,0.9187,1,0,186.145
441,1000.0,300.39,23.38,600.0,0.477,0,1,342.084
275,270.8,71.02,30.85,574.69,0.36,0,0,160.812
462,208.25,146.04,56.86,411.61,0.4898,0,0,127.281
196,1000.0,75.74,33.84,174.75,0.2671,1,0,186.564
406,589.58,217.83,60.38,559.19,0.4171,0,0,161.459
633,1000.0,122.94,30.33,550.29,0.3165,0,1,338.083
239,618.56,197.36,38.89,343.84,0.6751,0,0,134.066
616,1000.0,357.18,5.13,110.68,0.6211,0,1,316.406
821,217.45,431.44,32.07,103.21,0.2885,0,1,196.621
111,575.62,135.11,44.4,374.85,0.7903,0,0,78.489
29,245.85,276.77,18.98,507.48,0.8523,0,0,161.825
441,155.78,197.52,19.18,468.4,0.64,0,0,172.476
369,1000.0,17.38,20.77,600.0,0.5356,0,1,263.644
295,101.71,169.44,13.35,331.45,0.7644,1,0,146.186
118,74.62,119.66,62.65,405.91,0.4606,0,0,26.933
429,286.11,48.18,14.73,360.86,0.9097,0,0,127.084
377,638.53,131.36,14.36,241.66,0.4884,0,0,156.297
463,762.09,44.67,7.36,31.81,0.2661,0,0,130.98
255,147.57,269.59,37.9,547.26,0.7449,0,0,164.499
521,367.88,110.57,43.38,68.17,0.43,0,0,66.01
271,644.42,62.36,35.82,560.55,0.2103,0,0,171.28
509,987.83,273.69,9.65,600.0,0.2349,0,1,395.763
358,215.07,260.01,52.44,90.71,0.4448,0,0,49.474
247,312.62,275.25,24.59,104.4,0.358,0,0,96.696
477,903.66,406.17,7.54,600.0,0.217,0,1,400.0
127,71.61,271.24,15.65,347.57,0.305,0,0,143.232
316,1000.0,161.16,17.67,600.0,0.4977,0,1,322.961
356,366.27,207.54,20.92,197.33,0.3011,1,0,159.735
38,963.63,145.82,25.94,555.94,0.7142,1,0,263.683
331,545.54,266.83,8.74,339.84,0.8007,0,0,211.886
169,571.32,34.43,54.71,339.73,0.6982,0,0,101.808
162,593.15,180.59,22.64,581.02,0.3634,0,0,231.665
345,140.66,104.87,12.09,485.09,0.5983,1,0,202.215
126,239.86,248.06,43.47,444.59,0.2449,0,0,113.937
499,441.19,111.34,35.75,533.91,0.8917,0,0,187.269
504,881.18,331.18,36.38,600.0,0.2064,1,0,315.502
255,707.86,278.92,29.64,453.79,0.3671,0,0,226.559
227,320.36,58.6,14.98,525.9,0.2492,0,0,174.96
61,906.09,286.48,40.01,132.08,0.8775,1,0,128.511
389,215.29,119.87,33.12,507.83,0.2362,0,0,163.859
148,300.06,228.12,14.86,600.0,0.1487,1,1,310.439
737,443.54,130.56,5.0,600.0,0.1966,0,1,337.957
497,771.53,193.82,23.93,380.65,0.8456,0,0,203.216
117,873.96,163.28,37.25,600.0,0.3431,0,1,242.067
587,969.55,438.06,24.32,600.0,0.6576,1,1,400.0
259,607.93,238.87,55.75,132.66,0.8605,0,0,78.441
286,60.99,129.82,51.96,382.14,0.6922,0,0,83.426
108,204.32,13.85,20.94,244.17,0.3331,1,0,83.07
361,186.19,35.24,23.3,339.17,0.886,1,0,143.281
108,183.27,113.14,5.45,565.49,0.5265,1,0,197.182
440,385.09,284.65,52.44,92.4,0.5245,0,0,82.952
227,244.5,130.52,47.07,588.57,0.6657,0,0,112.677
349,600.68,208.19,44.87,336.64,0.6841,0,0,135.672
487,685.65,287.36,27.86,600.0,0.8644,0,0,253.963
364,801.51,106.23,18.79,152.62,0.8674,0,0,104.113
282,205.12,171.37,51.16,56.86,0.4823,0,0,15.497
346,773.47,389.99,34.93,600.0,0.225,0,1,333.262
256,91.18,179.8,28.24,347.9,0.8003,0,0,89.849
185,328.66,52.7,5.47,433.01,0.2864,1,0,173.275
468,477.39,243.24,52.52,348.81,0.5643,0,0,171.76
230,673.63,429.97,27.55,510.04,0.2314,0,1,286.69
233,529.62,224.06,41.85,518.01,0.4541,0,0,198.843
365,665.6,232.96,57.08,204.78,0.5963,0,0,92.366
199,129.7,298.67,26.75,192.05,0.7144,1,0,140.473
416,812.6,190.52,36.32,450.35,0.8632,0,0,209.885
210,138.47,129.95,26.66,395.27,0.6633,0,1,155.482
36,829.96,278.44,32.41,374.63,0.5392,0,0,175.582
333,511.63,50.1,19.29,406.83,0.3987,0,0,174.415
445,207.19,485.17,7.11,341.82,0.4187,1,1,308.299
471,513.23,138.11,30.75,229.0,0.4504,1,0,169.471
234,336.77,252.46,11.91,51.72,0.5411,1,0,141.526
85,934.16,323.91,37.14,190.24,0.8687,1,0,194.477
170,325.57,308.0,17.28,227.78,0.5623,1,0,211.66
207,637.39,56.47,37.02,37.92,0.2274,0,0,48.937
284,387.16,252.75,5.0,473.71,0.6501,1,0,249.41
153,1000.0,95.76,18.54,507.47,0.387,1,0,252.707
456,445.81,66.15,16.73,222.68,0.2627,0,1,157.045
438,558.51,147.16,45.73,366.08,0.7125,0,0,141.115
223,672.47,316.75,8.06,301.37,0.3203,0,0,217.726
338,224.84,288.3,27.4,101.24,0.6459,0,0,91.087
129,104.71,182.23,54.05,45.41,0.7434,0,0,15.0
387,446.1,230.77,43.85,430.54,0.4132,0,0,174.498
256,1000.0,117.87,26.83,134.87,0.3953,0,1,140.524
500,1000.0,113.49,26.35,600.0,0.4526,0,1,294.323
157,264.47,200.68,39.16,497.44,0.6211,0,0,121.484
52,753.8,220.73,27.19,451.93,0.8954,0,0,176.117
170,704.92,217.15,25.89,506.87,0.8354,0,0,163.925
210,1000.0,77.69,5.0,162.46,0.2549,1,1,254.229
464,53.66,108.71,15.43,378.94,0.578,0,0,149.217
151,155.0,31.98,22.9,137.27,0.3216,1,0,77.905
460,1000.0,286.03,35.58,301.24,0.2402,1,0,244.786
244,811.93,138.22,25.61,239.48,0.4794,1,0,178.246
135,479.55,132.98,24.26,99.17,0.442,0,0,41.631
206,716.95,185.15,50.06,467.83,0.6267,0,0,169.832
100,77.97,10.83,31.19,214.87,0.6168,0,0,18.925
420,570.97,114.28,19.63,102.12,0.4875,0,0,131.919
79,739.17,287.11,5.89,535.82,0.813,1,0,316.603
425,670.93,94.9,54.05,101.32,0.7545,0,0,65.315
66,1000.0,283.08,25.08,252.62,0.5332,0,1,214.96
253,1000.0,500.0,14.33,74.08,0.3435,1,1,324.781
138,175.82,67.1,26.13,563.01,0.2759,0,1,157.76
602,1000.0,131.31,24.34,600.0,0.2168,0,1,328.046
264,663.81,219.0,23.43,521.13,0.3883,0,0,219.882
790,598.06,257.92,24.23,600.0,0.6504,0,1,344.825
184,744.91,300.25,13.08,317.38,0.495,0,0,204.943
66,514.29,29.09,13.05,600.0,0.3772,0,1,216.787
386,311.58,275.67,32.68,494.12,0.503,0,0,173.371
467,1000.0,211.72,5.01,600.0,0.5056,0,1,363.349
422,584.32,79.92,49.29,162.62,0.8103,0,0,80.28
219,932.28,186.56,5.0,364.81,0.2851,1,0,280.611
393,766.31,137.51,24.93,44.09,0.7579,0,0,90.68
107,440.55,61.84,31.11,326.35,0.5375,0,0,85.19
478,254.99,78.63,40.93,553.41,0.4112,0,0,184.146
102,958.86,112.08,8.94,456.11,0.5607,1,0,254.24
631,774.11,272.41,28.88,600.0,0.4374,0,1,323.076
112,482.88,34.33,28.17,210.22,0.2793,0,0,99.241
383,596.44,43.27,12.08,256.73,0.28,1,0,186.064
438,76.23,148.79,6.78,600.0,0.6687,1,0,239.085
459,87.82,207.58,58.15,190.92,0.7113,0,0,45.863
266,532.8,278.87,26.49,74.33,0.6198,0,0,107.084
357,1000.0,24.47,10.36,436.06,0.3396,1,1,306.297
387,420.8,292.79,15.86,482.22,0.6053,0,0,244.117
488,321.73,322.25,19.12,588.62,0.6529,0,1,300.574
485,680.09,393.93,13.59,93.32,0.6299,0,1,232.061
216,1000.0,256.05,8.21,600.0,0.2693,0,1,332.223
232,140.14,152.21,48.86,418.94,0.2668,0,0,120.299
190,467.6,235.95,52.58,369.32,0.6377,0,0,119.788
328,601.59,182.45,26.27,132.22,0.3064,0,0,129.686
111,389.9,253.23,19.32,148.84,0.7888,0,0,89.666
204,530.93,278.84,27.15,256.92,0.3943,0,0,140.775
441,665.78,170.03,58.57,239.42,0.3111,0,0,118.912
278,219.16,178.01,35.05,91.14,0.7926,0,0,46.285
745,379.06,261.52,5.66,600.0,0.2567,1,1,391.954
133,92.41,211.4,36.84,558.97,0.2039,0,0,130.371
221,614.84,196.75,25.14,104.42,0.8123,0,0,117.682
253,717.73,185.48,6.02,348.76,0.2741,0,0,199.722
227,575.79,28.27,59.16,291.54,0.5063,0,0,38.625
344,817.68,294.41,10.98,275.72,0.4599,0,0,215.093
86,611.08,112.53,29.39,371.55,0.2923,0,0,114.221
275,264.97,77.55,41.86,308.1,0.2349,0,0,132.816
84,335.14,98.96,24.76,278.2,0.2578,1,0,125.829
320,759.3,39.56,5.0,111.05,0.4764,1,0,173.473
638,1000.0,284.4,14.76,600.0,0.6743,1,1,400.0
44,1000.0,40.72,16.34,596.61,0.506,1,1,251.561
243,428.64,59.39,52.24,63.5,0.6911,0,0,22.878
254,350.06,11.82,15.9,250.9,0.66,0,0,67.32
360,319.83,57.6,7.48,144.85,0.7248,0,0,94.201
60,729.63,388.3,34.86,266.6,0.5856,1,0,168.677
207,566.4,163.98,44.01,93.88,0.8587,0,0,49.743
644,1000.0,62.05,11.17,600.0,0.4528,1,1,370.214
290,285.58,187.06,42.78,353.03,0.6387,0,0,107.262
377,951.64,242.99,8.25,361.05,0.2247,1,0,303.966
203,282.57,165.75,62.07,244.63,0.6959,0,0,34.611
466,289.93,107.04,42.61,454.98,0.463,0,0,113.355
56,637.91,193.07,51.86,525.14,0.776,0,0,151.943
68,787.18,53.6,37.64,268.8,0.7542,0,0,98.408
429,1000.0,110.57,27.76,450.69,0.1572,0,1,270.109
244,199.26,391.52,14.58,519.97,0.4485,1,0,237.809
334,286.18,121.02,11.43,401.89,0.8374,0,0,142.888
132,637.35,49.35,24.21,303.72,0.3027,0,0,118.331
206,1000.0,104.41,31.32,600.0,0.559,0,1,242.191
626,826.15,326.73,28.08,369.29,0.3232,0,1,302.964
264,108.8,64.92,17.16,83.04,0.4359,0,1,88.546
371,599.76,154.64,11.05,461.57,0.8294,1,0,234.48
328,78.53,109.94,35.15,428.15,0.6742,0,0,128.62
57,371.81,101.08,24.46,289.24,0.4887,1,0,116.304
374,747.67,178.32,20.73,55.29,0.7085,1,0,148.16
763,251.37,63.42,28.5,600.0,0.2555,0,1,267.651
398,611.51,153.45,18.11,460.25,0.1983,0,0,234.885
37,867.43,29.18,21.43,450.81,0.4747,0,1,184.743
299,347.86,293.81,20.45,138.92,0.826,0,0,127.126
723,566.56,257.97,9.7,551.16,0.4939,0,1,326.457
317,751.38,30.56,25.06,42.47,0.5801,0,0,102.525
254,889.43,99.62,29.17,491.16,0.235,0,1,217.993
115,924.41,307.61,7.14,600.0,0.2475,1,0,360.767
543,665.22,347.21,11.39,600.0,0.2845,0,1,357.061
407,497.69,122.08,34.9,600.0,0.9022,0,0,158.68
733,1000.0,83.28,15.75,405.28,0.3791,0,1,301.39
453,147.42,168.75,51.1,75.23,0.7373,0,0,41.613
185,253.37,90.62,51.08,597.43,0.2096,0,0,156.695
332,776.53,37.21,42.79,526.58,0.5365,0,0,166.549
116,618.44,173.69,11.46,565.01,0.2737,0,1,259.648
61,242.78,225.41,6.16,148.71,0.8698,0,0,90.602
53,1000.0,147.45,14.95,436.13,0.328,1,0,240.698
439,117.97,23.57,38.65,39.34,0.2237,0,0,15.825
159,985.98,65.03,5.98,600.0,0.225,0,1,292.885
241,636.41,180.71,49.7,460.69,0.2419,0,0,186.984
238,625.05,150.61,59.56,139.14,0.4074,0,0,50.55
287,680.3,300.48,26.84,199.55,0.682,0,1,179.57
290,80.12,186.93,29.69,64.84,0.8553,0,0,15.325
22,716.25,148.5,52.64,489.86,0.6066,0,0,131.768
196,664.16,155.73,20.83,102.99,0.7513,0,0,103.264
250,220.3,290.55,61.35,326.88,0.4998,0,0,70.542
384,446.7,340.36,17.5,226.08,0.8538,1,0,197.309
341,628.52,169.5,27.24,354.51,0.3424,1,0,226.811
643,247.5,297.68,5.0,600.0,0.3594,0,1,324.553
213,659.41,15.43,36.78,150.61,0.2829,0,0,57.168
85,1000.0,21.38,13.2,142.1,0.8496,1,0,121.111
200,267.99,102.42,10.03,234.64,0.4328,0,0,109.963
740,1000.0,341.94,16.39,600.0,0.2791,0,1,400.0
118,924.98,384.62,6.65,286.5,0.3596,1,0,313.701
98,638.28,215.97,14.78,170.67,0.5292,0,0,113.166
488,1000.0,275.62,36.09,331.15,0.539,1,0,260.792
489,273.93,18.33,8.98,134.63,0.6779,0,0,86.045
93,1000.0,338.81,24.29,470.84,0.7524,1,0,278.041
412,177.63,43.88,5.53,211.14,0.6638,1,0,115.718
210,537.96,398.16,28.99,557.21,0.5396,1,0,276.218
261,467.49,47.95,60.17,393.66,0.5803,0,0,93.572
421,349.02,41.43,10.28,600.0,0.6461,1,1,232.555
502,651.2,177.18,61.44,195.57,0.5378,0,0,97.428
106,541.66,55.77,25.73,137.31,0.4417,1,0,97.329
386,367.26,19.38,39.47,75.88,0.6357,0,0,39.672
22,482.62,197.23,14.05,547.3,0.6982,0,0,202.158
316,144.85,208.14,61.62,570.47,0.8325,0,0,165.232
341,293.87,117.06,34.99,149.57,0.4612,1,0,111.092
367,171.19,172.63,13.09,584.55,0.5406,0,0,215.299
492,782.56,182.27,6.48,357.95,0.6273,0,0,234.096
659,1000.0,109.91,9.34,600.0,0.5374,1,1,399.314
367,668.86,186.29,8.88,600.0,0.2286,1,0,315.203
153,580.64,194.11,22.15,600.0,0.8022,0,0,234.154
495,563.34,265.65,55.14,333.25,0.3377,0,0,184.871
226,341.57,182.3,33.4,307.98,0.3574,1,0,158.357
235,159.04,279.82,18.5,400.36,0.6909,1,0,185.948
254,430.49,159.2,18.69,162.77,0.3508,0,0,108.336
194,264.2,219.73,35.1,260.07,0.2903,0,0,93.92
463,1000.0,345.32,34.57,600.0,0.635,0,1,335.568
195,216.53,176.93,51.57,99.88,0.6799,0,0,15.0
207,859.61,38.53,30.11,481.03,0.6198,0,1,224.066
483,369.65,256.19,44.7,201.52,0.2456,0,0,117.516
490,611.04,179.69,33.98,339.9,0.2225,0,0,191.667
440,1000.0,297.46,7.84,235.12,0.2899,0,1,262.661
821,919.24,312.5,20.71,600.0,0.163,1,1,400.0
208,121.97,77.01,25.02,498.97,0.5254,1,0,195.353
208,538.57,146.63,50.55,72.83,0.8927,0,0,33.169
781,246.4,232.15,26.26,361.09,0.3371,0,1,267.255
310,173.28,145.89,11.62,57.2,0.7359,1,0,97.586
417,512.91,50.32,20.45,97.75,0.65,0,0,77.634
362,232.6,344.37,33.57,447.76,0.1747,0,1,243.494
230,146.8,137.59,25.66,227.42,0.3497,0,0,83.618
58,358.06,229.73,15.06,323.14,0.6704,0,0,123.119
738,682.68,34.18,25.57,306.98,0.2068,0,1,252.792
139,783.87,164.63,22.93,231.9,0.5425,0,0,154.555
248,381.34,43.12,27.36,600.0,0.6473,1,0,228.537
80,355.57,212.59,34.84,555.05,0.4308,0,0,156.581
313,535.78,170.68,43.61,37.64,0.4299,0,0,15.0
203,981.75,189.4,40.49,390.26,0.7071,1,0,199.713
396,405.26,407.84,14.1,115.26,0.5083,1,0,198.811
292,781.33,136.58,36.18,476.18,0.5735,1,0,211.484
82,524.98,130.01,47.01,494.24,0.3289,0,0,126.793
26,266.51,207.07,51.18,435.82,0.7323,0,0,100.459
119,181.96,220.72,32.93,409.71,0.6443,1,0,135.309
350,583.18,193.11,5.92,485.42,0.8703,0,0,213.119
694,425.36,418.51,18.19,140.81,0.5447,0,1,228.938
191,401.98,262.62,6.82,425.09,0.6386,1,0,234.457
293,442.57,55.18,43.54,97.01,0.6524,0,0,62.245
128,254.65,90.63,5.5,50.92,0.4259,1,0,82.645
411,241.2,275.22,6.61,390.73,0.4933,0,0,223.463
789,654.33,33.52,33.42,300.4,0.4838,0,1,210.009
381,1000.0,211.08,36.21,59.84,0.5823,1,0,171.935
64,626.93,288.8,38.13,67.31,0.8723,0,0,73.797
220,269.14,248.35,27.97,580.98,0.5803,0,0,225.829
521,275.04,41.23,50.6,162.31,0.2069,0,0,55.241
129,774.16,228.26,53.48,279.78,0.2945,0,0,125.673
352,516.77,129.59,8.25,168.53,0.2268,0,0,152.106
716,1000.0,500.0,5.0,600.0,0.6344,1,1,400.0
363,87.35,186.3,53.17,70.4,0.4178,0,0,15.0
305,132.13,180.74,9.82,345.98,0.7753,0,0,107.315
260,291.35,11.75,44.7,306.89,0.5142,0,0,34.148
461,629.21,78.24,33.26,396.42,0.8599,0,0,144.253
321,1000.0,203.74,20.02,600.0,0.4033,0,1,325.111
450,279.33,299.34,6.92,28.68,0.8206,1,0,146.598
363,1000.0,225.85,29.08,70.39,0.4947,0,1,171.369
592,1000.0,500.0,14.89,396.64,0.2827,1,1,400.0
447,706.79,19.35,53.64,252.92,0.6055,0,0,108.286
287,420.32,110.67,32.39,565.04,0.3821,0,0,191.018
250,419.1,255.68,32.09,308.19,0.2653,0,1,183.964
41,765.58,204.47,14.58,522.42,0.429,0,0,236.243
404,272.23,167.76,16.56,74.66,0.4053,0,0,86.499
474,406.01,191.18,31.89,117.5,0.4249,0,1,149.072
152,206.82,28.86,10.28,484.52,0.6748,0,0,123.046
447,442.74,198.0,17.63,431.37,0.8723,0,0,173.236
427,185.15,357.81,7.84,80.49,0.5359,1,0,180.911
694,1000.0,494.22,17.47,600.0,0.5411,1,1,400.0
288,767.33,223.61,50.0,76.73,0.5428,0,0,79.701
521,434.62,196.46,52.9,514.15,0.5061,0,0,188.861
